# legacy_path	class	counterparts	symbol_hits	target_evidence	notes
library_linkage.h	BASENAME	sources/vostok/render/library_linkage.h;sources/vostok/render/engine/library_linkage.h;sources/vostok/render/core/library_linkage.h;sources/vostok/render/core/dx11/library_linkage.h;sources/vostok/render/facade/library_linkage.h	-	target_evidence=0/0	stubs_in_counterpart=0
world.h	BASENAME	sources/vostok/render/world.h;sources/vostok/render/engine/world.h	render_facade_world.h:1;world_pc.h:1	target_evidence=1/1:world	stubs_in_counterpart=0
culling/portal_sector_structure.h	BASENAME	sources/vostok/render/culling/portal_sector_structure.h;sources/vostok/render/facade/sources/portal_sector_structure.cpp	portal_sector_structure.h:2	target_evidence=1/2:portal_sector_structure	stubs_in_counterpart=9
common/sources/blender.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender.h	DEAD	-	-	target_evidence=0/12	stubs_in_counterpart=0
common/sources/blender_combine.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_combine.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_compiler.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_compiler.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_deffer.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_deffer.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_deffer_aref.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_deffer_aref.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_deffer_base.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_deffer_base.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_deffer_materials.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_deffer_materials.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_defines.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_forward_system.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_forward_system.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_light_direct.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_light_direct.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_light_mask.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_light_mask.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_light_spot.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_light_spot.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_notexture.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_notexture.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_terrain.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_terrain.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_terrain_new.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_terrain_new.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/blender_tree.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/blender_tree.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/com_utils.h	BASENAME	sources/vostok/render/core/dx11/sources/com_utils.h	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/convex_volume.cpp	BASENAME	sources/vostok/render/engine/sources/convex_volume.h	convex_volume.h:1	target_evidence=0/1	stubs_in_counterpart=0
common/sources/convex_volume.h	BASENAME	sources/vostok/render/engine/sources/convex_volume.h	convex_volume.h:1	target_evidence=0/1	stubs_in_counterpart=0
common/sources/d3d_defs.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/du_sphere.cpp	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/du_sphere.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/environment.cpp	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/environment.h	UNMAPPED	-	-	target_evidence=1/1:environment	stubs_in_counterpart=0
common/sources/fvf.h	SYMBOL	sources/vostok/render/engine/sources/vertex_formats.h	vertex_formats.h:7	target_evidence=2/7:TL,V	stubs_in_counterpart=0
common/sources/hw_caps.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/hw_caps.h	SYMBOL	sources/vostok/render/core/dx11/device_caps.h	device_caps.h:2	target_evidence=0/3	stubs_in_counterpart=0
common/sources/hw_wrapper.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/hw_wrapper_base_dx10.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/hw_wrapper_base_dx9.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/hw_wrapper_dx9.cpp	UNMAPPED	-	-	target_evidence=2/3:memory,threading	stubs_in_counterpart=0
common/sources/hw_wrapper_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/light.cpp	BASENAME	sources/vostok/render/engine/sources/light.h;sources/vostok/render/engine/sources/light.cpp	light.h:1	target_evidence=1/1:light	stubs_in_counterpart=16
common/sources/light.h	BASENAME	sources/vostok/render/engine/sources/light.h;sources/vostok/render/engine/sources/light.cpp	light.h:1	target_evidence=1/6:light	stubs_in_counterpart=16
common/sources/lights_db.cpp	BASENAME	sources/vostok/render/engine/sources/lights_db.h;sources/vostok/render/engine/sources/lights_db.cpp	lights_db.h:1	target_evidence=1/2:lights_db	stubs_in_counterpart=10
common/sources/lights_db.h	BASENAME	sources/vostok/render/engine/sources/lights_db.h;sources/vostok/render/engine/sources/lights_db.cpp	lights_db.h:1	target_evidence=1/2:lights_db	stubs_in_counterpart=10
common/sources/manager_common_inline.h	BASENAME	sources/vostok/render/core/dx11/sources/manager_common_inline.h	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/material_manager.cpp	BASENAME	sources/vostok/render/engine/sources/material_manager.h;sources/vostok/render/engine/sources/material_manager.cpp	material_manager.h:1;backend.h:1;material.h:1	target_evidence=6/7:backend,boost,material,material_manager,resources	stubs_in_counterpart=5
common/sources/material_manager.h	BASENAME	sources/vostok/render/engine/sources/material_manager.h;sources/vostok/render/engine/sources/material_manager.cpp	material_manager.h:1;material.h:1	target_evidence=2/3:material,material_manager	stubs_in_counterpart=5
common/sources/namespace_wrapper.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/pix_event_wrapper.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/quasi_singleton.h	BASENAME	sources/vostok/render/core/quasi_singleton.h	quasi_singleton.h:1	target_evidence=0/1	stubs_in_counterpart=0
common/sources/render_device.cpp	UNMAPPED	-	-	target_evidence=1/3:threading	stubs_in_counterpart=0
common/sources/render_device.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/render_device_dx9.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/res_atomic.cpp	SYMBOL	sources/vostok/render/core/dx11/res_declaration.h;sources/vostok/render/core/dx11/res_state.h;sources/vostok/render/core/dx11/resource_manager.h	res_declaration.h:1;res_state.h:1;resource_manager.h:1	target_evidence=3/7:res_declaration,res_state,resource_manager	stubs_in_counterpart=1
common/sources/res_atomic.h	SYMBOL	sources/vostok/render/core/dx11/res_state.h;sources/vostok/render/core/dx11/res_declaration.h	res_state.h:1;res_declaration.h:1	target_evidence=2/6:res_declaration,res_state	stubs_in_counterpart=1
common/sources/res_common.h	DEAD	-	-	target_evidence=0/4	stubs_in_counterpart=0
common/sources/res_common_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/res_const_table.cpp	UNMAPPED	-	-	target_evidence=1/3:std	stubs_in_counterpart=0
common/sources/res_const_table.h	DEAD	-	-	target_evidence=0/5	stubs_in_counterpart=0
common/sources/res_rt.cpp	SYMBOL	sources/vostok/render/core/dx11/resource_manager.h	resource_manager.h:1	target_evidence=2/3:memory,resource_manager	stubs_in_counterpart=0
common/sources/res_rt.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/res_shader.cpp	SYMBOL	sources/vostok/render/core/res_texture_list.h;sources/vostok/render/core/res_pass.h;sources/vostok/render/core/dx11/backend.h	res_texture_list.h:1;res_pass.h:1;backend.h:1	target_evidence=5/7:backend,res_geometry,res_pass,res_shader_technique,res_texture_list	stubs_in_counterpart=5
common/sources/res_shader.h	SYMBOL	sources/vostok/render/core/res_shader_technique.h;sources/vostok/render/engine/sources/res_geometry.h;sources/vostok/render/core/dx11/res_geometry.h	res_shader_technique.h:2;res_geometry.h:1;res_geometry.h:1	target_evidence=4/7:res_geometry,res_pass,res_shader_technique,res_texture_list	stubs_in_counterpart=0
common/sources/res_texture.cpp	BASENAME	sources/vostok/render/engine/sources/res_texture.h;sources/vostok/render/core/res_texture.h;sources/vostok/render/core/dx11/res_texture.h;sources/vostok/render/core/dx11/sources/res_texture.cpp	res_texture.h:1;resource_manager.h:1	target_evidence=2/2:res_texture,resource_manager	stubs_in_counterpart=12
common/sources/res_texture.h	BASENAME	sources/vostok/render/engine/sources/res_texture.h;sources/vostok/render/core/res_texture.h;sources/vostok/render/core/dx11/res_texture.h;sources/vostok/render/core/dx11/sources/res_texture.cpp	res_texture.h:1	target_evidence=1/2:res_texture	stubs_in_counterpart=12
common/sources/resource_manager.cpp	BASENAME	sources/vostok/render/core/resource_manager.h;sources/vostok/render/core/dx11/resource_manager.h;sources/vostok/render/core/dx11/sources/resource_manager.cpp	resource_manager.h:1;resource_manager.cpp:1	target_evidence=4/7:boost,resource_manager,resources,utils	stubs_in_counterpart=80
common/sources/resource_manager.h	BASENAME	sources/vostok/render/core/resource_manager.h;sources/vostok/render/core/dx11/resource_manager.h;sources/vostok/render/core/dx11/sources/resource_manager.cpp	resource_manager.h:2	target_evidence=2/3:resource_manager,str_pred	stubs_in_counterpart=80
common/sources/shader_manager.cpp	UNMAPPED	-	-	target_evidence=3/5:boost,resources,std	stubs_in_counterpart=0
common/sources/shader_manager.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/shared_names.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
common/sources/simulator_states.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
common/sources/simulator_states.h	UNMAPPED	-	-	target_evidence=1/2:state	stubs_in_counterpart=0
common/sources/terrain.cpp	DEAD	-	-	target_evidence=0/4	stubs_in_counterpart=0
common/sources/terrain.h	DEAD	-	-	target_evidence=0/3	stubs_in_counterpart=0
common/sources/terrain_texture_pool.cpp	SYMBOL	sources/vostok/render/core/dx11/resource_manager.h	resource_manager.h:1	target_evidence=1/2:resource_manager	stubs_in_counterpart=0
common/sources/terrain_texture_pool.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
common/sources/utils.h	BASENAME	sources/vostok/render/core/utils.h;sources/vostok/render/core/dx11/utils.h;sources/vostok/render/core/dx11/sources/utils.cpp	-	target_evidence=0/2	stubs_in_counterpart=3
common/sources/utils_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/editor_visual.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_combine.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_deffer.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_deffer_aref.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_deffer_base.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_deffer_materials.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_forward_system.h	BASENAME	sources/vostok/render/engine/sources/effect_forward_system.h;sources/vostok/render/engine/sources/effect_forward_system.cpp	effect_forward_system.h:1	target_evidence=1/1:effect_forward_system	stubs_in_counterpart=1
engine/effect_light_direct.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_light_mask.h	BASENAME	sources/vostok/render/engine/sources/effect_light_mask.h;sources/vostok/render/engine/sources/effect_light_mask.cpp	effect_light_mask.h:1	target_evidence=1/1:effect_light_mask	stubs_in_counterpart=1
engine/effect_light_spot.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_notexture.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_system_colored.h	BASENAME	sources/vostok/render/engine/sources/effect_system_colored.cpp;sources/vostok/render/engine/sources/effect_system_colored.h	effect_system_colored.h:1	target_evidence=1/2:effect_system_colored	stubs_in_counterpart=1
engine/effect_system_line.h	BASENAME	sources/vostok/render/engine/sources/effect_system_line.h;sources/vostok/render/engine/sources/effect_system_line.cpp	effect_system_line.h:1	target_evidence=1/2:effect_system_line	stubs_in_counterpart=1
engine/effect_system_ui.h	BASENAME	sources/vostok/render/engine/sources/effect_system_ui.h;sources/vostok/render/engine/sources/effect_system_ui.cpp	effect_system_ui.h:1	target_evidence=1/2:effect_system_ui	stubs_in_counterpart=1
engine/effect_terrain.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_terrain_new.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/effect_tree.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/environment.h	UNMAPPED	-	-	target_evidence=1/1:environment	stubs_in_counterpart=0
engine/library_linkage.h	BASENAME	sources/vostok/render/library_linkage.h;sources/vostok/render/engine/library_linkage.h;sources/vostok/render/core/library_linkage.h;sources/vostok/render/core/dx11/library_linkage.h;sources/vostok/render/facade/library_linkage.h	-	target_evidence=0/0	stubs_in_counterpart=0
engine/light.h	BASENAME	sources/vostok/render/engine/sources/light.h;sources/vostok/render/engine/sources/light.cpp	light.h:1	target_evidence=1/6:light	stubs_in_counterpart=16
engine/lights_db.h	BASENAME	sources/vostok/render/engine/sources/lights_db.h;sources/vostok/render/engine/sources/lights_db.cpp	lights_db.h:1	target_evidence=1/2:lights_db	stubs_in_counterpart=10
engine/material_manager.h	BASENAME	sources/vostok/render/engine/sources/material_manager.h;sources/vostok/render/engine/sources/material_manager.cpp	material_manager.h:1;material.h:1	target_evidence=2/3:material,material_manager	stubs_in_counterpart=5
engine/model_manager.h	BASENAME	sources/vostok/render/engine/sources/model_manager.h;sources/vostok/render/engine/sources/model_manager.cpp	portal_sector_structure.h:1	target_evidence=1/9:collector	stubs_in_counterpart=5
engine/model_manager_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/namespace_wrapper.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/render_queue.h	DEAD	-	-	target_evidence=0/3	stubs_in_counterpart=0
engine/scene_context.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/scene_render.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/shared_names.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/stage.h	BASENAME	sources/vostok/render/engine/sources/stage.cpp;sources/vostok/render/engine/sources/stage.h	stage.h:1	target_evidence=1/1:stage	stubs_in_counterpart=5
engine/stage_combine.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/stage_gbuffer.h	BASENAME	sources/vostok/render/engine/sources/stage_gbuffer.h;sources/vostok/render/engine/sources/stage_gbuffer.cpp	stage_gbuffer.h:1	target_evidence=1/1:stage_gbuffer	stubs_in_counterpart=16
engine/stage_lights.h	BASENAME	sources/vostok/render/engine/sources/stage_lights.cpp;sources/vostok/render/engine/sources/stage_lights.h	stage_lights.h:1	target_evidence=1/1:stage_lights	stubs_in_counterpart=25
engine/stage_pre_lighting.h	BASENAME	sources/vostok/render/engine/sources/stage_pre_lighting.h;sources/vostok/render/engine/sources/stage_pre_lighting.cpp	stage_pre_lighting.h:1	target_evidence=1/1:stage_pre_lighting	stubs_in_counterpart=1
engine/stage_screen_image.h	BASENAME	sources/vostok/render/engine/sources/stage_screen_image.h;sources/vostok/render/engine/sources/stage_screen_image.cpp	stage_screen_image.h:1	target_evidence=1/1:stage_screen_image	stubs_in_counterpart=4
engine/stage_skybox.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/stage_sun.h	BASENAME	sources/vostok/render/engine/sources/stage_sun.h;sources/vostok/render/engine/sources/stage_sun.cpp	sun_cascade.h:1;stage_sun.h:1	target_evidence=2/2:stage_sun,sun_cascade	stubs_in_counterpart=3
engine/stage_sun_materials.h	SYMBOL	sources/vostok/render/engine/sources/sun_cascade.h	sun_cascade.h:1	target_evidence=1/2:sun_cascade	stubs_in_counterpart=0
engine/stage_texture_mip_clamp_test.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/system_renderer.h	BASENAME	sources/vostok/render/engine/sources/system_renderer.h;sources/vostok/render/engine/sources/system_renderer.cpp	system_renderer.h:1	target_evidence=1/1:system_renderer	stubs_in_counterpart=18
engine/terrain.h	DEAD	-	-	target_evidence=0/3	stubs_in_counterpart=0
engine/terrain_texture_pool.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/terrain_texture_pool_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/vertex_colored.h	BASENAME	sources/vostok/render/engine/vertex_colored.h	vertex_colored.h:1	target_evidence=1/1:vertex_colored	stubs_in_counterpart=0
engine/vertex_formats.h	BASENAME	sources/vostok/render/engine/sources/vertex_formats.h	vertex_formats.h:8	target_evidence=2/8:TL,V	stubs_in_counterpart=0
engine/visual.h	UNMAPPED	-	-	target_evidence=1/8:render_visual	stubs_in_counterpart=0
engine/world_dx11.h	SYMBOL	sources/vostok/render/facade/sources/render_facade_world.h;sources/vostok/render/engine/world_pc.h	render_facade_world.h:1;world_pc.h:1	target_evidence=1/1:world	stubs_in_counterpart=0
engine/world_pc.h	BASENAME	sources/vostok/render/engine/world_pc.h	render_facade_world.h:1;world_pc.h:1	target_evidence=1/1:world	stubs_in_counterpart=0
engine/sources/HLSLShaders.pm	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/aabb_indices.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/animated_model_instance_cook.cpp	BASENAME	sources/vostok/render/engine/sources/animated_model_instance_cook.cpp;sources/vostok/render/engine/sources/animated_model_instance_cook.h	animated_model_instance_cook.h:1	target_evidence=4/4:animated_model_instance_cook,boost,collision,resources	stubs_in_counterpart=7
engine/sources/animated_model_instance_cook.h	BASENAME	sources/vostok/render/engine/sources/animated_model_instance_cook.cpp;sources/vostok/render/engine/sources/animated_model_instance_cook.h	animated_model_instance_cook.h:1	target_evidence=1/1:animated_model_instance_cook	stubs_in_counterpart=7
engine/sources/camera.h	BASENAME	sources/vostok/render/engine/sources/camera.h	camera.h:1	target_evidence=1/1:camera	stubs_in_counterpart=0
engine/sources/camera_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/capsule_light_effect.h	BASENAME	sources/vostok/render/engine/sources/capsule_light_effect.h	capsule_light_effect.h:1	target_evidence=1/1:capsule_light_effect	stubs_in_counterpart=1
engine/sources/collision_object.h	UNMAPPED	-	-	target_evidence=1/1:collision_object	stubs_in_counterpart=0
engine/sources/convex_volume.cpp	BASENAME	sources/vostok/render/engine/sources/convex_volume.h	convex_volume.h:1	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/convex_volume.h	BASENAME	sources/vostok/render/engine/sources/convex_volume.h	convex_volume.h:1	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/decal_default_material_effect.cpp	BASENAME	sources/vostok/render/engine/sources/decal_default_material_effect.cpp;sources/vostok/render/engine/sources/decal_default_material_effect.h	decal_default_material_effect.h:1	target_evidence=1/1:decal_default_material_effect	stubs_in_counterpart=1
engine/sources/decal_default_material_effect.h	BASENAME	sources/vostok/render/engine/sources/decal_default_material_effect.cpp;sources/vostok/render/engine/sources/decal_default_material_effect.h	decal_default_material_effect.h:1	target_evidence=1/1:decal_default_material_effect	stubs_in_counterpart=1
engine/sources/decal_instance.cpp	BASENAME	sources/vostok/render/engine/sources/decal_instance.cpp;sources/vostok/render/engine/sources/decal_instance.h	decal_instance.h:2;material_manager.h:1;material.h:1	target_evidence=8/8:backend,collision,decal_instance,decal_shader_constants_and_geometry,material	stubs_in_counterpart=18
engine/sources/decal_instance.h	BASENAME	sources/vostok/render/engine/sources/decal_instance.cpp;sources/vostok/render/engine/sources/decal_instance.h	decal_instance.h:2	target_evidence=2/2:decal_instance,decal_shader_constants_and_geometry	stubs_in_counterpart=18
engine/sources/depth_accumulate_material_effect.cpp	BASENAME	sources/vostok/render/engine/sources/depth_accumulate_material_effect.h;sources/vostok/render/engine/sources/depth_accumulate_material_effect.cpp	depth_accumulate_material_effect.h:1	target_evidence=1/1:depth_accumulate_material_effect	stubs_in_counterpart=1
engine/sources/depth_accumulate_material_effect.h	BASENAME	sources/vostok/render/engine/sources/depth_accumulate_material_effect.h;sources/vostok/render/engine/sources/depth_accumulate_material_effect.cpp	depth_accumulate_material_effect.h:1	target_evidence=1/1:depth_accumulate_material_effect	stubs_in_counterpart=1
engine/sources/du_sphere.cpp	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/du_sphere.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/effect_apply_distortion.cpp	BASENAME	sources/vostok/render/engine/sources/effect_apply_distortion.h;sources/vostok/render/engine/sources/effect_apply_distortion.cpp	effect_apply_distortion.h:1	target_evidence=1/1:effect_apply_distortion	stubs_in_counterpart=1
engine/sources/effect_apply_distortion.h	BASENAME	sources/vostok/render/engine/sources/effect_apply_distortion.h;sources/vostok/render/engine/sources/effect_apply_distortion.cpp	effect_apply_distortion.h:1	target_evidence=1/1:effect_apply_distortion	stubs_in_counterpart=1
engine/sources/effect_apply_indirect_lighting.cpp	BASENAME	sources/vostok/render/engine/sources/effect_apply_indirect_lighting.cpp;sources/vostok/render/engine/sources/effect_apply_indirect_lighting.h	effect_apply_indirect_lighting.h:1	target_evidence=1/1:effect_apply_indirect_lighting	stubs_in_counterpart=1
engine/sources/effect_apply_indirect_lighting.h	BASENAME	sources/vostok/render/engine/sources/effect_apply_indirect_lighting.cpp;sources/vostok/render/engine/sources/effect_apply_indirect_lighting.h	effect_apply_indirect_lighting.h:1	target_evidence=1/1:effect_apply_indirect_lighting	stubs_in_counterpart=1
engine/sources/effect_blur.cpp	BASENAME	sources/vostok/render/engine/sources/effect_blur.h	effect_blur.h:1	target_evidence=1/1:effect_blur	stubs_in_counterpart=1
engine/sources/effect_blur.h	BASENAME	sources/vostok/render/engine/sources/effect_blur.h	effect_blur.h:1	target_evidence=1/1:effect_blur	stubs_in_counterpart=1
engine/sources/effect_clouds.cpp	BASENAME	sources/vostok/render/engine/sources/effect_clouds.h;sources/vostok/render/engine/sources/effect_clouds.cpp	effect_clouds.h:1	target_evidence=1/1:effect_clouds	stubs_in_counterpart=1
engine/sources/effect_clouds.h	BASENAME	sources/vostok/render/engine/sources/effect_clouds.h;sources/vostok/render/engine/sources/effect_clouds.cpp	effect_clouds.h:1	target_evidence=1/1:effect_clouds	stubs_in_counterpart=1
engine/sources/effect_combine.cpp	SYMBOL	sources/vostok/render/core/dx11/backend.h	backend.h:1	target_evidence=1/2:backend	stubs_in_counterpart=3
engine/sources/effect_complex_post_process_blend.cpp	BASENAME	sources/vostok/render/engine/sources/effect_complex_post_process_blend.h	-	target_evidence=0/0	stubs_in_counterpart=1
engine/sources/effect_complex_post_process_blend.h	BASENAME	sources/vostok/render/engine/sources/effect_complex_post_process_blend.h	effect_complex_post_process_blend.h:1	target_evidence=1/1:effect_complex_post_process_blend	stubs_in_counterpart=1
engine/sources/effect_copy_image.cpp	BASENAME	sources/vostok/render/engine/sources/effect_copy_image.cpp;sources/vostok/render/engine/sources/effect_copy_image.h	effect_copy_image.h:1	target_evidence=1/1:effect_copy_image	stubs_in_counterpart=1
engine/sources/effect_copy_image.h	BASENAME	sources/vostok/render/engine/sources/effect_copy_image.cpp;sources/vostok/render/engine/sources/effect_copy_image.h	effect_copy_image.h:1	target_evidence=1/1:effect_copy_image	stubs_in_counterpart=1
engine/sources/effect_debug_editor_wireframe.cpp	BASENAME	sources/vostok/render/engine/sources/effect_debug_editor_wireframe.h;sources/vostok/render/engine/sources/effect_debug_editor_wireframe.cpp	effect_debug_editor_wireframe.h:1	target_evidence=1/1:effect_debug_editor_wireframe	stubs_in_counterpart=1
engine/sources/effect_debug_editor_wireframe.h	BASENAME	sources/vostok/render/engine/sources/effect_debug_editor_wireframe.h;sources/vostok/render/engine/sources/effect_debug_editor_wireframe.cpp	effect_debug_editor_wireframe.h:1	target_evidence=1/1:effect_debug_editor_wireframe	stubs_in_counterpart=1
engine/sources/effect_decal_mask.cpp	BASENAME	sources/vostok/render/engine/sources/effect_decal_mask.cpp;sources/vostok/render/engine/sources/effect_decal_mask.h	effect_decal_mask.h:1	target_evidence=1/1:effect_decal_mask	stubs_in_counterpart=1
engine/sources/effect_decal_mask.h	BASENAME	sources/vostok/render/engine/sources/effect_decal_mask.cpp;sources/vostok/render/engine/sources/effect_decal_mask.h	effect_decal_mask.h:1	target_evidence=1/1:effect_decal_mask	stubs_in_counterpart=1
engine/sources/effect_deffer.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/effect_deffer_aref.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/effect_deffer_base.cpp	SYMBOL	sources/vostok/render/core/dx11/backend.h	backend.h:1	target_evidence=1/2:backend	stubs_in_counterpart=3
engine/sources/effect_deffer_materials.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/effect_defines.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/effect_distortion_stage_default_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_distortion_stage_default_materials.h;sources/vostok/render/engine/sources/effect_distortion_stage_default_materials.cpp	effect_distortion_stage_default_materials.h:1	target_evidence=1/1:effect_distortion_stage_default_materials	stubs_in_counterpart=1
engine/sources/effect_distortion_stage_default_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_distortion_stage_default_materials.h;sources/vostok/render/engine/sources/effect_distortion_stage_default_materials.cpp	effect_distortion_stage_default_materials.h:1	target_evidence=1/1:effect_distortion_stage_default_materials	stubs_in_counterpart=1
engine/sources/effect_distortion_stage_panner_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_distortion_stage_panner_materials.cpp;sources/vostok/render/engine/sources/effect_distortion_stage_panner_materials.h	effect_distortion_stage_panner_materials.h:1	target_evidence=1/1:effect_distortion_stage_panner_materials	stubs_in_counterpart=1
engine/sources/effect_distortion_stage_panner_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_distortion_stage_panner_materials.cpp;sources/vostok/render/engine/sources/effect_distortion_stage_panner_materials.h	effect_distortion_stage_panner_materials.h:1	target_evidence=1/1:effect_distortion_stage_panner_materials	stubs_in_counterpart=1
