# legacy_path	class	counterparts	symbol_hits	target_evidence	notes
engine/sources/effect_lighting_stage_organic_base_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_lighting_stage_organic_base_materials.h;sources/vostok/render/engine/sources/effect_lighting_stage_organic_base_materials.cpp	effect_lighting_stage_organic_base_materials.h:1	target_evidence=1/1:effect_lighting_stage_organic_base_materials	stubs_in_counterpart=1
engine/sources/effect_lighting_stage_skin_base_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_lighting_stage_skin_base_materials.cpp;sources/vostok/render/engine/sources/effect_lighting_stage_skin_base_materials.h	effect_lighting_stage_skin_base_materials.h:1	target_evidence=1/1:effect_lighting_stage_skin_base_materials	stubs_in_counterpart=1
engine/sources/effect_lighting_stage_skin_base_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_lighting_stage_skin_base_materials.cpp;sources/vostok/render/engine/sources/effect_lighting_stage_skin_base_materials.h	effect_lighting_stage_skin_base_materials.h:1	target_evidence=1/1:effect_lighting_stage_skin_base_materials	stubs_in_counterpart=1
engine/sources/effect_material_base.cpp	BASENAME	sources/vostok/render/engine/sources/effect_material_base.cpp;sources/vostok/render/engine/sources/effect_material_base.h	effect_material_base.cpp:1;effect_material_base.h:1	target_evidence=1/2:effect_material_base	stubs_in_counterpart=3
engine/sources/effect_material_base.h	BASENAME	sources/vostok/render/engine/sources/effect_material_base.cpp;sources/vostok/render/engine/sources/effect_material_base.h	effect_material_base.h:1	target_evidence=1/1:effect_material_base	stubs_in_counterpart=3
engine/sources/effect_notexture.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_particle_selection.cpp	BASENAME	sources/vostok/render/engine/sources/effect_particle_selection.h;sources/vostok/render/engine/sources/effect_particle_selection.cpp	effect_particle_selection.h:1	target_evidence=1/1:effect_particle_selection	stubs_in_counterpart=1
engine/sources/effect_particle_selection.h	BASENAME	sources/vostok/render/engine/sources/effect_particle_selection.h;sources/vostok/render/engine/sources/effect_particle_selection.cpp	effect_particle_selection.h:1	target_evidence=1/1:effect_particle_selection	stubs_in_counterpart=1
engine/sources/effect_post_process_aliasing.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_post_process_antialiasing.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_post_process_antialiasing.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_post_process_blend_texture_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_post_process_blend_texture_materials.h;sources/vostok/render/engine/sources/effect_post_process_blend_texture_materials.cpp	effect_post_process_blend_texture_materials.h:1	target_evidence=1/1:effect_post_process_blend_texture_materials	stubs_in_counterpart=1
engine/sources/effect_post_process_blend_texture_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_post_process_blend_texture_materials.h;sources/vostok/render/engine/sources/effect_post_process_blend_texture_materials.cpp	effect_post_process_blend_texture_materials.h:1	target_evidence=1/1:effect_post_process_blend_texture_materials	stubs_in_counterpart=1
engine/sources/effect_post_process_deferred_transparency.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_post_process_deferred_transparency.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_post_process_distortion_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_post_process_distortion_materials.cpp;sources/vostok/render/engine/sources/effect_post_process_distortion_materials.h	effect_post_process_distortion_materials.h:1	target_evidence=1/1:effect_post_process_distortion_materials	stubs_in_counterpart=1
engine/sources/effect_post_process_distortion_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_post_process_distortion_materials.cpp;sources/vostok/render/engine/sources/effect_post_process_distortion_materials.h	effect_post_process_distortion_materials.h:1	target_evidence=1/1:effect_post_process_distortion_materials	stubs_in_counterpart=1
engine/sources/effect_post_process_fxaa.cpp	BASENAME	sources/vostok/render/engine/sources/effect_post_process_fxaa.cpp;sources/vostok/render/engine/sources/effect_post_process_fxaa.h	effect_post_process_fxaa.h:1	target_evidence=1/1:effect_post_process_fxaa	stubs_in_counterpart=1
engine/sources/effect_post_process_fxaa.h	BASENAME	sources/vostok/render/engine/sources/effect_post_process_fxaa.cpp;sources/vostok/render/engine/sources/effect_post_process_fxaa.h	effect_post_process_fxaa.h:1	target_evidence=1/1:effect_post_process_fxaa	stubs_in_counterpart=1
engine/sources/effect_post_process_mlaa.cpp	BASENAME	sources/vostok/render/engine/sources/effect_post_process_mlaa.h;sources/vostok/render/engine/sources/effect_post_process_mlaa.cpp	effect_post_process_mlaa.h:1	target_evidence=1/1:effect_post_process_mlaa	stubs_in_counterpart=1
engine/sources/effect_post_process_mlaa.h	BASENAME	sources/vostok/render/engine/sources/effect_post_process_mlaa.h;sources/vostok/render/engine/sources/effect_post_process_mlaa.cpp	effect_post_process_mlaa.h:1	target_evidence=1/1:effect_post_process_mlaa	stubs_in_counterpart=1
engine/sources/effect_post_process_terrain_debug_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_post_process_terrain_debug_materials.h;sources/vostok/render/engine/sources/effect_post_process_terrain_debug_materials.cpp	effect_post_process_terrain_debug_materials.h:1	target_evidence=1/1:effect_post_process_terrain_debug_materials	stubs_in_counterpart=1
engine/sources/effect_post_process_terrain_debug_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_post_process_terrain_debug_materials.h;sources/vostok/render/engine/sources/effect_post_process_terrain_debug_materials.cpp	effect_post_process_terrain_debug_materials.h:1	target_evidence=1/1:effect_post_process_terrain_debug_materials	stubs_in_counterpart=1
engine/sources/effect_radiance_volume_inject_lighting.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_radiance_volume_inject_lighting.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_radiance_volume_propagate_lighting.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_radiance_volume_propagate_lighting.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_shadow_map.cpp	BASENAME	sources/vostok/render/engine/sources/effect_shadow_map.h;sources/vostok/render/engine/sources/effect_shadow_map.cpp	effect_shadow_map.h:1	target_evidence=1/1:effect_shadow_map	stubs_in_counterpart=1
engine/sources/effect_shadow_map.h	BASENAME	sources/vostok/render/engine/sources/effect_shadow_map.h;sources/vostok/render/engine/sources/effect_shadow_map.cpp	effect_shadow_map.h:1	target_evidence=1/1:effect_shadow_map	stubs_in_counterpart=1
engine/sources/effect_speedtree_selection.cpp	BASENAME	sources/vostok/render/engine/sources/effect_speedtree_selection.cpp;sources/vostok/render/engine/sources/effect_speedtree_selection.h	effect_speedtree_selection.h:1	target_evidence=1/1:effect_speedtree_selection	stubs_in_counterpart=1
engine/sources/effect_speedtree_selection.h	BASENAME	sources/vostok/render/engine/sources/effect_speedtree_selection.cpp;sources/vostok/render/engine/sources/effect_speedtree_selection.h	effect_speedtree_selection.h:1	target_evidence=1/1:effect_speedtree_selection	stubs_in_counterpart=1
engine/sources/effect_ssao_accumulation.cpp	BASENAME	sources/vostok/render/engine/sources/effect_ssao_accumulation.cpp;sources/vostok/render/engine/sources/effect_ssao_accumulation.h	effect_ssao_accumulation.h:1	target_evidence=1/1:effect_ssao_accumulation	stubs_in_counterpart=1
engine/sources/effect_ssao_accumulation.h	BASENAME	sources/vostok/render/engine/sources/effect_ssao_accumulation.cpp;sources/vostok/render/engine/sources/effect_ssao_accumulation.h	effect_ssao_accumulation.h:1	target_evidence=1/1:effect_ssao_accumulation	stubs_in_counterpart=1
engine/sources/effect_ssao_filter4x4.cpp	BASENAME	sources/vostok/render/engine/sources/effect_ssao_filter4x4.cpp;sources/vostok/render/engine/sources/effect_ssao_filter4x4.h	effect_ssao_filter4x4.h:1	target_evidence=1/1:effect_ssao_filter4x4	stubs_in_counterpart=1
engine/sources/effect_ssao_filter4x4.h	BASENAME	sources/vostok/render/engine/sources/effect_ssao_filter4x4.cpp;sources/vostok/render/engine/sources/effect_ssao_filter4x4.h	effect_ssao_filter4x4.h:1	target_evidence=1/1:effect_ssao_filter4x4	stubs_in_counterpart=1
engine/sources/effect_system_colored.cpp	BASENAME	sources/vostok/render/engine/sources/effect_system_colored.cpp;sources/vostok/render/engine/sources/effect_system_colored.h	effect_system_colored.h:1	target_evidence=1/1:effect_system_colored	stubs_in_counterpart=1
engine/sources/effect_system_colored.h	BASENAME	sources/vostok/render/engine/sources/effect_system_colored.cpp;sources/vostok/render/engine/sources/effect_system_colored.h	effect_system_colored.h:1	target_evidence=1/2:effect_system_colored	stubs_in_counterpart=1
engine/sources/effect_system_line.cpp	BASENAME	sources/vostok/render/engine/sources/effect_system_line.h;sources/vostok/render/engine/sources/effect_system_line.cpp	effect_system_line.h:1	target_evidence=1/1:effect_system_line	stubs_in_counterpart=1
engine/sources/effect_system_line.h	BASENAME	sources/vostok/render/engine/sources/effect_system_line.h;sources/vostok/render/engine/sources/effect_system_line.cpp	effect_system_line.h:1	target_evidence=1/2:effect_system_line	stubs_in_counterpart=1
engine/sources/effect_system_ui.cpp	BASENAME	sources/vostok/render/engine/sources/effect_system_ui.h;sources/vostok/render/engine/sources/effect_system_ui.cpp	effect_system_ui.h:1	target_evidence=1/1:effect_system_ui	stubs_in_counterpart=1
engine/sources/effect_system_ui.h	BASENAME	sources/vostok/render/engine/sources/effect_system_ui.h;sources/vostok/render/engine/sources/effect_system_ui.cpp	effect_system_ui.h:1	target_evidence=1/2:effect_system_ui	stubs_in_counterpart=1
engine/sources/effect_terrain.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/effect_terrain_new.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_terrain_new.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/effect_tree.cpp	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/effect_wireframe_colored.cpp	BASENAME	sources/vostok/render/engine/sources/effect_wireframe_colored.cpp;sources/vostok/render/engine/sources/effect_wireframe_colored.h	effect_wireframe_colored.h:1	target_evidence=1/1:effect_wireframe_colored	stubs_in_counterpart=1
engine/sources/effect_wireframe_colored.h	BASENAME	sources/vostok/render/engine/sources/effect_wireframe_colored.cpp;sources/vostok/render/engine/sources/effect_wireframe_colored.h	effect_wireframe_colored.h:1	target_evidence=1/1:effect_wireframe_colored	stubs_in_counterpart=1
engine/sources/engine_options.cpp	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/engine_options.h	DEAD	-	-	target_evidence=0/3	stubs_in_counterpart=0
engine/sources/environment.cpp	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/environment.h	UNMAPPED	-	-	target_evidence=1/1:environment	stubs_in_counterpart=0
engine/sources/flash_renderer.cpp	SYMBOL	sources/vostok/render/core/dx11/device.h	device.h:1	target_evidence=3/3:D3D1x,device,flash_renderer	stubs_in_counterpart=1
engine/sources/flash_renderer.h	UNMAPPED	-	-	target_evidence=1/1:flash_renderer	stubs_in_counterpart=0
engine/sources/grass.cpp	SYMBOL	sources/vostok/render/core/dx11/backend.h;sources/vostok/render/engine/sources/grass_world.h	backend.h:1;grass_world.h:1	target_evidence=4/7:backend,boost,grass_world,resources	stubs_in_counterpart=8
engine/sources/grass.h	SYMBOL	sources/vostok/render/engine/sources/grass_world.h	grass_world.h:1	target_evidence=1/5:grass_world	stubs_in_counterpart=5
engine/sources/grass_instance.cpp	BASENAME	sources/vostok/render/engine/sources/grass_instance.cpp;sources/vostok/render/engine/sources/grass_instance.h	grass_instance.h:1	target_evidence=1/1:grass_instance	stubs_in_counterpart=0
engine/sources/grass_instance.h	BASENAME	sources/vostok/render/engine/sources/grass_instance.cpp;sources/vostok/render/engine/sources/grass_instance.h	grass_instance.h:1	target_evidence=1/1:grass_instance	stubs_in_counterpart=0
engine/sources/grass_patch.cpp	BASENAME	sources/vostok/render/engine/sources/grass_patch.cpp;sources/vostok/render/engine/sources/grass_patch.h	grass_patch.h:1	target_evidence=2/3:collision,grass_patch	stubs_in_counterpart=13
engine/sources/grass_patch.h	BASENAME	sources/vostok/render/engine/sources/grass_patch.cpp;sources/vostok/render/engine/sources/grass_patch.h	grass_patch.h:1	target_evidence=1/1:grass_patch	stubs_in_counterpart=13
engine/sources/grass_template.cpp	BASENAME	sources/vostok/render/engine/sources/grass_template.h;sources/vostok/render/engine/sources/grass_template.cpp	grass_template.h:1	target_evidence=1/1:grass_template	stubs_in_counterpart=3
engine/sources/grass_template.h	BASENAME	sources/vostok/render/engine/sources/grass_template.h;sources/vostok/render/engine/sources/grass_template.cpp	grass_template.h:1	target_evidence=1/1:grass_template	stubs_in_counterpart=3
engine/sources/grass_world.cpp	BASENAME	sources/vostok/render/engine/sources/grass_world.h;sources/vostok/render/engine/sources/grass_world.cpp	backend.h:1;grass_world.h:1;statistics.h:1	target_evidence=7/7:backend,boost,collision,grass_world,math	stubs_in_counterpart=40
engine/sources/grass_world.h	BASENAME	sources/vostok/render/engine/sources/grass_world.h;sources/vostok/render/engine/sources/grass_world.cpp	grass_world.h:1	target_evidence=1/1:grass_world	stubs_in_counterpart=40
engine/sources/light.cpp	BASENAME	sources/vostok/render/engine/sources/light.h;sources/vostok/render/engine/sources/light.cpp	light.h:1	target_evidence=3/3:collision,light,math	stubs_in_counterpart=16
engine/sources/light.h	BASENAME	sources/vostok/render/engine/sources/light.h;sources/vostok/render/engine/sources/light.cpp	light.h:3	target_evidence=1/3:light	stubs_in_counterpart=16
engine/sources/lights_db.cpp	BASENAME	sources/vostok/render/engine/sources/lights_db.h;sources/vostok/render/engine/sources/lights_db.cpp	lights_db.h:1	target_evidence=3/3:collision,lights_db,memory	stubs_in_counterpart=10
engine/sources/lights_db.h	BASENAME	sources/vostok/render/engine/sources/lights_db.h;sources/vostok/render/engine/sources/lights_db.cpp	lights_db.h:3	target_evidence=3/3:light_data,lights_db,tree_operation_enum	stubs_in_counterpart=10
engine/sources/make_vcm_effect.cpp	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/make_vcm_effect.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/material.cpp	BASENAME	sources/vostok/render/engine/sources/material.cpp;sources/vostok/render/engine/sources/material.h	effect_manager.h:1;material.h:1	target_evidence=2/2:effect_manager,material	stubs_in_counterpart=4
engine/sources/material.h	BASENAME	sources/vostok/render/engine/sources/material.cpp;sources/vostok/render/engine/sources/material.h	material.h:1	target_evidence=1/1:material	stubs_in_counterpart=4
engine/sources/material_cook.cpp	BASENAME	sources/vostok/render/engine/sources/material_cook.cpp;sources/vostok/render/engine/sources/material_cook.h	material_cook.h:1	target_evidence=3/3:boost,material_cook,resources	stubs_in_counterpart=5
engine/sources/material_cook.h	BASENAME	sources/vostok/render/engine/sources/material_cook.cpp;sources/vostok/render/engine/sources/material_cook.h	material_cook.h:1	target_evidence=1/1:material_cook	stubs_in_counterpart=5
engine/sources/material_effects.cpp	BASENAME	sources/vostok/render/engine/sources/material_effects.cpp;sources/vostok/render/engine/sources/material_effects.h	material_effects.h:1	target_evidence=2/2:material_effects,memory	stubs_in_counterpart=3
engine/sources/material_effects.h	BASENAME	sources/vostok/render/engine/sources/material_effects.cpp;sources/vostok/render/engine/sources/material_effects.h	material_effects_instance.h:1;material_effects.h:1	target_evidence=2/2:material_effects,material_effects_instance	stubs_in_counterpart=3
engine/sources/material_effects_instance_cook.cpp	BASENAME	sources/vostok/render/engine/sources/material_effects_instance_cook.cpp;sources/vostok/render/engine/sources/material_effects_instance_cook.h	effect_manager.h:1;material_effects_instance_cook.h:1	target_evidence=5/5:boost,effect_manager,material_effects_instance_cook,memory,resources	stubs_in_counterpart=13
engine/sources/material_effects_instance_cook.h	BASENAME	sources/vostok/render/engine/sources/material_effects_instance_cook.cpp;sources/vostok/render/engine/sources/material_effects_instance_cook.h	material_effects_instance_cook.h:1	target_evidence=1/1:material_effects_instance_cook	stubs_in_counterpart=13
engine/sources/material_manager.cpp	BASENAME	sources/vostok/render/engine/sources/material_manager.h;sources/vostok/render/engine/sources/material_manager.cpp	material_manager.h:1;material_manager.cpp:1	target_evidence=3/4:boost,material_manager,resources	stubs_in_counterpart=5
engine/sources/material_manager.h	BASENAME	sources/vostok/render/engine/sources/material_manager.h;sources/vostok/render/engine/sources/material_manager.cpp	material_manager.h:2	target_evidence=2/2:material_effects_entry,material_manager	stubs_in_counterpart=5
engine/sources/model_converter.cpp	UNMAPPED	-	-	target_evidence=3/4:boost,memory,resources	stubs_in_counterpart=0
engine/sources/model_converter.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/model_cooker.cpp	BASENAME	sources/vostok/render/engine/sources/model_cooker.h;sources/vostok/render/engine/sources/model_cooker.cpp	model_cooker.h:2	target_evidence=4/4:boost,resources,skeleton_model_instance_cook,static_model_instance_cook	stubs_in_counterpart=11
engine/sources/model_cooker.h	BASENAME	sources/vostok/render/engine/sources/model_cooker.h;sources/vostok/render/engine/sources/model_cooker.cpp	model_cooker.h:3	target_evidence=3/3:skeleton_model_instance_cook,skeleton_model_instance_cook_data,static_model_instance_cook	stubs_in_counterpart=11
engine/sources/model_manager.cpp	BASENAME	sources/vostok/render/engine/sources/model_manager.h;sources/vostok/render/engine/sources/model_manager.cpp	-	target_evidence=0/0	stubs_in_counterpart=5
engine/sources/model_manager.h	BASENAME	sources/vostok/render/engine/sources/model_manager.h;sources/vostok/render/engine/sources/model_manager.cpp	-	target_evidence=0/0	stubs_in_counterpart=5
engine/sources/moon_position.cpp	BASENAME	sources/vostok/render/engine/sources/moon_position.h	-	target_evidence=1/1:math	stubs_in_counterpart=0
engine/sources/moon_position.h	BASENAME	sources/vostok/render/engine/sources/moon_position.h	moon_position.h:1	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/obb_light_effect.h	BASENAME	sources/vostok/render/engine/sources/obb_light_effect.h	obb_light_effect.h:1	target_evidence=1/1:obb_light_effect	stubs_in_counterpart=1
engine/sources/parallel_light_effect.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/plane_spot_light_effect.h	BASENAME	sources/vostok/render/engine/sources/plane_spot_light_effect.h	plane_spot_light_effect.h:1	target_evidence=1/1:plane_spot_light_effect	stubs_in_counterpart=1
engine/sources/point_light_effect.h	BASENAME	sources/vostok/render/engine/sources/point_light_effect.h	point_light_effect.h:1	target_evidence=1/1:point_light_effect	stubs_in_counterpart=1
engine/sources/polymorph_vector.h	UNMAPPED	-	-	target_evidence=1/4:iterator	stubs_in_counterpart=0
engine/sources/polymorph_vector_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/post_process_parameters.cpp	BASENAME	sources/vostok/render/engine/sources/post_process_parameters.h;sources/vostok/render/engine/sources/post_process_parameters.cpp	post_process_parameters.h:1	target_evidence=1/1:post_process_parameters	stubs_in_counterpart=1
engine/sources/post_process_parameters.h	BASENAME	sources/vostok/render/engine/sources/post_process_parameters.h;sources/vostok/render/engine/sources/post_process_parameters.cpp	post_process_parameters.h:1	target_evidence=1/1:post_process_parameters	stubs_in_counterpart=1
engine/sources/radiance_volume.cpp	BASENAME	sources/vostok/render/engine/sources/radiance_volume.h;sources/vostok/render/engine/sources/radiance_volume.cpp	radiance_volume.h:3;options.h:1;backend.h:1	target_evidence=8/8:backend,effect_manager,injection_geometry,math,options	stubs_in_counterpart=26
engine/sources/radiance_volume.h	BASENAME	sources/vostok/render/engine/sources/radiance_volume.h;sources/vostok/render/engine/sources/radiance_volume.cpp	radiance_volume.h:4	target_evidence=3/4:injection_geometry,radiance_volume,sliced_cube_geometry	stubs_in_counterpart=26
engine/sources/ray.h	BASENAME	sources/vostok/render/engine/sources/ray.h	ray.h:1	target_evidence=1/1:ray	stubs_in_counterpart=0
engine/sources/register_effect_descriptors.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/render_engine_dx11.vcproj	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/render_engine_library_linkage.cpp	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/render_engine_pc_dx11.vcproj	BASENAME	sources/vostok/render/engine/sources/render_engine_pc_dx11.vcproj	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/render_engine_pc_opengl.vcproj	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/render_engine_world_dx11.cpp	SYMBOL	sources/vostok/render/engine/sources/material.h;sources/vostok/render/engine/sources/statistics.h;sources/vostok/render/engine/sources/render_engine_world_pc_dx11.cpp	material.h:1;statistics.h:1;render_engine_world_pc_dx11.cpp:1	target_evidence=21/21:backend,boost,console_commands,core,effect_manager	stubs_in_counterpart=124
engine/sources/render_engine_world_pc_dx11.cpp	BASENAME	sources/vostok/render/engine/sources/render_engine_world_pc_dx11.cpp	material.h:1;statistics.h:1;render_engine_world_pc_dx11.cpp:1	target_evidence=21/21:backend,boost,console_commands,core,effect_manager	stubs_in_counterpart=115
engine/sources/render_engine_world_pc_opengl.cpp	SYMBOL	sources/vostok/render/facade/sources/render_facade_world.h;sources/vostok/render/engine/world_pc.h	render_facade_world.h:1;world_pc.h:1	target_evidence=1/1:world	stubs_in_counterpart=0
engine/sources/render_model.cpp	BASENAME	sources/vostok/render/engine/sources/render_model.cpp;sources/vostok/render/engine/sources/render_model.h	render_model.h:1;material_manager.h:1;render_surface.h:1	target_evidence=7/7:material,material_manager,render_model,render_model_instance_impl,render_surface	stubs_in_counterpart=13
engine/sources/render_model.h	BASENAME	sources/vostok/render/engine/sources/render_model.cpp;sources/vostok/render/engine/sources/render_model.h	render_model_instance_impl.h:1;render_geometry.h:1;render_model.h:1	target_evidence=5/5:render_geometry,render_model,render_model_instance_impl,render_surface,render_surface_instance	stubs_in_counterpart=13
engine/sources/render_model_composite.cpp	DEAD	-	-	target_evidence=0/3	stubs_in_counterpart=0
engine/sources/render_model_composite.h	DEAD	-	-	target_evidence=0/3	stubs_in_counterpart=0
engine/sources/render_model_cooker.cpp	BASENAME	sources/vostok/render/engine/sources/render_model_cooker.h;sources/vostok/render/engine/sources/render_model_cooker.cpp	render_model_cooker.h:5	target_evidence=9/11:boost,cook_intermediate_data,model_factory,mutable_buffer,render_model_cook	stubs_in_counterpart=31
engine/sources/render_model_cooker.h	BASENAME	sources/vostok/render/engine/sources/render_model_cooker.h;sources/vostok/render/engine/sources/render_model_cooker.cpp	render_model_cooker.h:6	target_evidence=6/10:cook_intermediate_data,model_asset,render_model_cook,skeleton_render_model_instance_cook,static_render_model_instance_cook	stubs_in_counterpart=31
engine/sources/render_model_grass.cpp	BASENAME	sources/vostok/render/engine/sources/render_model_grass.cpp;sources/vostok/render/engine/sources/render_model_grass.h	render_model_grass.h:2	target_evidence=3/4:decl_utils,grass_render_model,grass_render_surface	stubs_in_counterpart=4
engine/sources/render_model_grass.h	BASENAME	sources/vostok/render/engine/sources/render_model_grass.cpp;sources/vostok/render/engine/sources/render_model_grass.h	render_model_grass.h:2	target_evidence=2/2:grass_render_model,grass_render_surface	stubs_in_counterpart=4
engine/sources/render_model_skeleton.cpp	BASENAME	sources/vostok/render/engine/sources/render_model_skeleton.h;sources/vostok/render/engine/sources/render_model_skeleton.cpp	render_model_skeleton.h:3;backend.h:1	target_evidence=4/4:backend,skeleton_render_model,skeleton_render_model_instance,skeleton_render_surface	stubs_in_counterpart=18
engine/sources/render_model_skeleton.h	BASENAME	sources/vostok/render/engine/sources/render_model_skeleton.h;sources/vostok/render/engine/sources/render_model_skeleton.cpp	render_model_skeleton.h:3	target_evidence=3/3:skeleton_render_model,skeleton_render_model_instance,skeleton_render_surface	stubs_in_counterpart=18
engine/sources/render_model_static.cpp	BASENAME	sources/vostok/render/engine/sources/render_model_static.cpp;sources/vostok/render/engine/sources/render_model_static.h	render_model_static.h:3	target_evidence=4/5:decl_utils,static_render_model,static_render_model_instance,static_render_surface	stubs_in_counterpart=24
engine/sources/render_model_static.h	BASENAME	sources/vostok/render/engine/sources/render_model_static.cpp;sources/vostok/render/engine/sources/render_model_static.h	render_model_static.h:3	target_evidence=3/3:static_render_model,static_render_model_instance,static_render_surface	stubs_in_counterpart=24
engine/sources/render_model_user.cpp	BASENAME	sources/vostok/render/engine/sources/render_model_user.cpp;sources/vostok/render/engine/sources/render_model_user.h	render_model_user.h:4;render_model_user.cpp:1	target_evidence=8/10:boost,memory,resources,strings,user_render_model_instance	stubs_in_counterpart=9
engine/sources/render_model_user.h	BASENAME	sources/vostok/render/engine/sources/render_model_user.cpp;sources/vostok/render/engine/sources/render_model_user.h	render_model_user.h:4	target_evidence=4/4:user_render_model_instance,user_render_surface,user_render_surface_editable,user_render_surface_wire	stubs_in_counterpart=9
engine/sources/render_output_window.cpp	BASENAME	sources/vostok/render/engine/sources/render_output_window.cpp;sources/vostok/render/engine/sources/render_output_window.h	device.h:1;render_output_window.h:1;backend.h:1	target_evidence=4/4:backend,device,math,render_output_window	stubs_in_counterpart=5
engine/sources/render_output_window.h	BASENAME	sources/vostok/render/engine/sources/render_output_window.cpp;sources/vostok/render/engine/sources/render_output_window.h	render_output_window.h:1	target_evidence=1/1:render_output_window	stubs_in_counterpart=5
engine/sources/render_particle_emitter_instance.cpp	BASENAME	sources/vostok/render/engine/sources/render_particle_emitter_instance.h;sources/vostok/render/engine/sources/render_particle_emitter_instance.cpp	render_particle_emitter_instance.cpp:3;material.h:1;render_particle_emitter_instance.h:1	target_evidence=7/8:backend,material,particle_sprite_vertex,render_particle_emitter_instance,statistics	stubs_in_counterpart=12
engine/sources/render_particle_emitter_instance.h	BASENAME	sources/vostok/render/engine/sources/render_particle_emitter_instance.h;sources/vostok/render/engine/sources/render_particle_emitter_instance.cpp	render_particle_emitter_instance.h:2	target_evidence=1/2:render_particle_emitter_instance	stubs_in_counterpart=12
engine/sources/renderer.cpp	BASENAME	sources/vostok/render/engine/sources/renderer.h;sources/vostok/render/engine/sources/renderer.cpp	backend.h:1;ui_renderer.h:1;game_renderer.h:1	target_evidence=6/6:backend,effect_manager,renderer,resource_manager,statistics	stubs_in_counterpart=28
engine/sources/renderer.h	BASENAME	sources/vostok/render/engine/sources/renderer.h;sources/vostok/render/engine/sources/renderer.cpp	ui_renderer.h:1;game_renderer.h:1;engine_renderer.h:1	target_evidence=1/1:renderer	stubs_in_counterpart=28
engine/sources/renderer_context.cpp	BASENAME	sources/vostok/render/engine/sources/renderer_context.h;sources/vostok/render/engine/sources/renderer_context.cpp	renderer_context.h:1;backend.h:1	target_evidence=2/2:backend,renderer_context	stubs_in_counterpart=17
engine/sources/renderer_context.h	BASENAME	sources/vostok/render/engine/sources/renderer_context.h;sources/vostok/render/engine/sources/renderer_context.cpp	renderer_context.h:1	target_evidence=1/2:renderer_context	stubs_in_counterpart=17
engine/sources/renderer_context_targets.cpp	BASENAME	sources/vostok/render/engine/sources/renderer_context_targets.cpp;sources/vostok/render/engine/sources/renderer_context_targets.h	renderer_context_targets.h:1;backend.h:1	target_evidence=3/3:backend,math,renderer_context_targets	stubs_in_counterpart=8
engine/sources/renderer_context_targets.h	BASENAME	sources/vostok/render/engine/sources/renderer_context_targets.cpp;sources/vostok/render/engine/sources/renderer_context_targets.h	renderer_context_targets.h:3	target_evidence=3/3:enum_render_target_index,render_target_instance,renderer_context_targets	stubs_in_counterpart=8
